Group Name,Dataset Name,Dataset Size,Dataset Shape,Dataset Datatype
/AwakeEventData/TT41.BTV.412426/Acquisition,/AwakeEventData/TT41.BTV.412426/Acquisition/userImageSelectionNumber,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition,/AwakeEventData/TT41.BTV.412426/Acquisition/videoGain,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/acqCounter,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/acqDesc,1,"(1,)",|S7
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/acqMsg,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/acqState,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/acqTime,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/acqTimeInCycle,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/amplitudeSet1,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/amplitudeSet2,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/beamID,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/cameraOffset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/cameraOffset_max,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/cameraOffset_min,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/cameraSwitch,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/cameraZoom,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/cycleTime,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/descSet1,1,"(1,)",|S21
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/descSet2,1,"(1,)",|S19
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/deviceName,1,"(1,)",|S15
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/filterSelect,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/filterSelectStr,4,"(4,)",|S9
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/filterSelect_max,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/filterSelect_min,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/firstLamp,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/firstLamp_max,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/firstLamp_min,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/imagePositionSet1,400,"(1, 400)",float64
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/imagePositionSet1_unit,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/imagePositionSet2,300,"(1, 300)",float64
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/imagePositionSet2_unit,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/imageSet,120000,"(1, 120000)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/leftBottomReference,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/leftTopReference,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/mire,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/nbAcq,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/nbDataSets,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/nbImages,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/nbPtsInSet1,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/nbPtsInSet2,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/observables,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/offsetCalSet1,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/offsetCalSet2,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/pixelCalSet1,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/pixelCalSet2,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/planeSet1,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/planeSet2,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/positionSet1,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/positionSet2,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/propType,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/rightBottomReference,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/rightTopReference,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/saturationThreshold,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/screenSelect,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/screenSelectStr,4,"(4,)",|S10
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/screenSelect_max,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/screenSelect_min,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/secondLamp,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/secondLamp_max,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/secondLamp_min,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/sigmaSet1,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/sigmaSet2,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/superCycleNb,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/userImageSelection,1,"(1,)",NA
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/userImageSelectionNumber,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image,/AwakeEventData/TT41.BTV.412426/Image/videoGain,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412442,/AwakeEventData/TT41.BTV.412442/Acquisition,1,(),|S98
/AwakeEventData/TT41.BTV.412442,/AwakeEventData/TT41.BTV.412442/Image,1,(),|S92
/AwakeEventData/TT43.BPM.430010/Acquisition,/AwakeEventData/TT43.BPM.430010/Acquisition/horAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430010/Acquisition,/AwakeEventData/TT43.BPM.430010/Acquisition/horPos,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430010/Acquisition,/AwakeEventData/TT43.BPM.430010/Acquisition/posOK,0,"(0,)",NA
/AwakeEventData/TT43.BPM.430010/Acquisition,/AwakeEventData/TT43.BPM.430010/Acquisition/sigma,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430010/Acquisition,/AwakeEventData/TT43.BPM.430010/Acquisition/sigmaAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430010/Acquisition,/AwakeEventData/TT43.BPM.430010/Acquisition/spsExtraction,1,(),bool
/AwakeEventData/TT43.BPM.430010/Acquisition,/AwakeEventData/TT43.BPM.430010/Acquisition/spsExtractionIndex,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430010/Acquisition,/AwakeEventData/TT43.BPM.430010/Acquisition/verAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430010/Acquisition,/AwakeEventData/TT43.BPM.430010/Acquisition/verPos,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430028/Acquisition,/AwakeEventData/TT43.BPM.430028/Acquisition/horAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430028/Acquisition,/AwakeEventData/TT43.BPM.430028/Acquisition/horPos,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430028/Acquisition,/AwakeEventData/TT43.BPM.430028/Acquisition/posOK,0,"(0,)",NA
/AwakeEventData/TT43.BPM.430028/Acquisition,/AwakeEventData/TT43.BPM.430028/Acquisition/sigma,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430028/Acquisition,/AwakeEventData/TT43.BPM.430028/Acquisition/sigmaAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430028/Acquisition,/AwakeEventData/TT43.BPM.430028/Acquisition/spsExtraction,1,(),bool
/AwakeEventData/TT43.BPM.430028/Acquisition,/AwakeEventData/TT43.BPM.430028/Acquisition/spsExtractionIndex,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430028/Acquisition,/AwakeEventData/TT43.BPM.430028/Acquisition/verAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430028/Acquisition,/AwakeEventData/TT43.BPM.430028/Acquisition/verPos,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430039/Acquisition,/AwakeEventData/TT43.BPM.430039/Acquisition/horAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430039/Acquisition,/AwakeEventData/TT43.BPM.430039/Acquisition/horPos,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430039/Acquisition,/AwakeEventData/TT43.BPM.430039/Acquisition/posOK,0,"(0,)",NA
/AwakeEventData/TT43.BPM.430039/Acquisition,/AwakeEventData/TT43.BPM.430039/Acquisition/sigma,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430039/Acquisition,/AwakeEventData/TT43.BPM.430039/Acquisition/sigmaAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430039/Acquisition,/AwakeEventData/TT43.BPM.430039/Acquisition/spsExtraction,1,(),bool
/AwakeEventData/TT43.BPM.430039/Acquisition,/AwakeEventData/TT43.BPM.430039/Acquisition/spsExtractionIndex,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430039/Acquisition,/AwakeEventData/TT43.BPM.430039/Acquisition/verAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430039/Acquisition,/AwakeEventData/TT43.BPM.430039/Acquisition/verPos,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430103/Acquisition,/AwakeEventData/TT43.BPM.430103/Acquisition/horAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430103/Acquisition,/AwakeEventData/TT43.BPM.430103/Acquisition/horPos,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430103/Acquisition,/AwakeEventData/TT43.BPM.430103/Acquisition/posOK,0,"(0,)",NA
/AwakeEventData/TT43.BPM.430103/Acquisition,/AwakeEventData/TT43.BPM.430103/Acquisition/sigma,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430103/Acquisition,/AwakeEventData/TT43.BPM.430103/Acquisition/sigmaAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430103/Acquisition,/AwakeEventData/TT43.BPM.430103/Acquisition/spsExtraction,1,(),bool
/AwakeEventData/TT43.BPM.430103/Acquisition,/AwakeEventData/TT43.BPM.430103/Acquisition/spsExtractionIndex,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430103/Acquisition,/AwakeEventData/TT43.BPM.430103/Acquisition/verAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430103/Acquisition,/AwakeEventData/TT43.BPM.430103/Acquisition/verPos,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430129/Acquisition,/AwakeEventData/TT43.BPM.430129/Acquisition/horAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430129/Acquisition,/AwakeEventData/TT43.BPM.430129/Acquisition/horPos,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430129/Acquisition,/AwakeEventData/TT43.BPM.430129/Acquisition/posOK,0,"(0,)",NA
/AwakeEventData/TT43.BPM.430129/Acquisition,/AwakeEventData/TT43.BPM.430129/Acquisition/sigma,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430129/Acquisition,/AwakeEventData/TT43.BPM.430129/Acquisition/sigmaAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430129/Acquisition,/AwakeEventData/TT43.BPM.430129/Acquisition/spsExtraction,1,(),bool
/AwakeEventData/TT43.BPM.430129/Acquisition,/AwakeEventData/TT43.BPM.430129/Acquisition/spsExtractionIndex,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430129/Acquisition,/AwakeEventData/TT43.BPM.430129/Acquisition/verAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430129/Acquisition,/AwakeEventData/TT43.BPM.430129/Acquisition/verPos,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430203/Acquisition,/AwakeEventData/TT43.BPM.430203/Acquisition/horAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430203/Acquisition,/AwakeEventData/TT43.BPM.430203/Acquisition/horPos,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430203/Acquisition,/AwakeEventData/TT43.BPM.430203/Acquisition/posOK,0,"(0,)",NA
/AwakeEventData/TT43.BPM.430203/Acquisition,/AwakeEventData/TT43.BPM.430203/Acquisition/sigma,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430203/Acquisition,/AwakeEventData/TT43.BPM.430203/Acquisition/sigmaAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430203/Acquisition,/AwakeEventData/TT43.BPM.430203/Acquisition/spsExtraction,1,(),bool
/AwakeEventData/TT43.BPM.430203/Acquisition,/AwakeEventData/TT43.BPM.430203/Acquisition/spsExtractionIndex,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430203/Acquisition,/AwakeEventData/TT43.BPM.430203/Acquisition/verAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430203/Acquisition,/AwakeEventData/TT43.BPM.430203/Acquisition/verPos,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430308/Acquisition,/AwakeEventData/TT43.BPM.430308/Acquisition/horAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430308/Acquisition,/AwakeEventData/TT43.BPM.430308/Acquisition/horPos,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430308/Acquisition,/AwakeEventData/TT43.BPM.430308/Acquisition/posOK,0,"(0,)",NA
/AwakeEventData/TT43.BPM.430308/Acquisition,/AwakeEventData/TT43.BPM.430308/Acquisition/sigma,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430308/Acquisition,/AwakeEventData/TT43.BPM.430308/Acquisition/sigmaAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430308/Acquisition,/AwakeEventData/TT43.BPM.430308/Acquisition/spsExtraction,1,(),bool
/AwakeEventData/TT43.BPM.430308/Acquisition,/AwakeEventData/TT43.BPM.430308/Acquisition/spsExtractionIndex,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430308/Acquisition,/AwakeEventData/TT43.BPM.430308/Acquisition/verAvePos,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430308/Acquisition,/AwakeEventData/TT43.BPM.430308/Acquisition/verPos,12,"(12,)",float32
/AwakeEventData/VGP.412400/PR,/AwakeEventData/VGP.412400/PR/value,1,"(1,)",float32
/AwakeEventData/VGP.412423/PR,/AwakeEventData/VGP.412423/PR/value,1,"(1,)",float32
/AwakeEventData/VTUAwake2Fc/ModeAcq,/AwakeEventData/VTUAwake2Fc/ModeAcq/pdcOutDelay,1,"(1,)",int16
/AwakeEventData/VTUAwake2Fc/NormalModeAcq,/AwakeEventData/VTUAwake2Fc/NormalModeAcq/b_offline,1,"(1,)",int64
/AwakeEventData/VTUAwake2Frep/ModeAcq,/AwakeEventData/VTUAwake2Frep/ModeAcq/pdcOutDelay,1,"(1,)",int16
/AwakeEventData/VTUAwake2Frep/NormalModeAcq,/AwakeEventData/VTUAwake2Frep/NormalModeAcq/b_offline,1,"(1,)",int64
/AwakeEventData/VTUAwake3FT0/ModeAcq,/AwakeEventData/VTUAwake3FT0/ModeAcq/pdcOutDelay,1,"(1,)",int16
/AwakeEventData/VTUAwake3FT0/NormalModeAcq,/AwakeEventData/VTUAwake3FT0/NormalModeAcq/b_offline,1,"(1,)",int64
/AwakeEventData/VTUAwake3FT1/ModeAcq,/AwakeEventData/VTUAwake3FT1/ModeAcq/pdcOutDelay,1,"(1,)",int16
/AwakeEventData/VTUAwake3FT1/NormalModeAcq,/AwakeEventData/VTUAwake3FT1/NormalModeAcq/b_offline,1,"(1,)",int64
/AwakeEventData/VVGF.412400/StartCounterSt,/AwakeEventData/VVGF.412400/StartCounterSt/value,1,"(1,)",int32
/AwakeEventData/VVGF.412400/State,/AwakeEventData/VVGF.412400/State/value,1,"(1,)",int16
/AwakeEventData/VVGF.412423/StartCounterSt,/AwakeEventData/VVGF.412423/StartCounterSt/value,1,"(1,)",int32
/AwakeEventData/VVGF.412423/State,/AwakeEventData/VVGF.412423/State/value,1,"(1,)",int16
/AwakeEventData/XMPP-STREAK/StreakImage,/AwakeEventData/XMPP-STREAK/StreakImage/streakImageBinning,1,"(1,)",|S5
/AwakeEventData/XMPP-STREAK/StreakImage,/AwakeEventData/XMPP-STREAK/StreakImage/streakImageData,344064,"(344064,)",int32
/AwakeEventData/XMPP-STREAK/StreakImage,/AwakeEventData/XMPP-STREAK/StreakImage/streakImageExposureTime,1,"(1,)",|S5
/AwakeEventData/XMPP-STREAK/StreakImage,/AwakeEventData/XMPP-STREAK/StreakImage/streakImageHeight,1,"(1,)",int64
/AwakeEventData/XMPP-STREAK/StreakImage,/AwakeEventData/XMPP-STREAK/StreakImage/streakImageInfo,1,"(1,)",|S2768
/AwakeEventData/XMPP-STREAK/StreakImage,/AwakeEventData/XMPP-STREAK/StreakImage/streakImageMcpGain,1,"(1,)",int64
/AwakeEventData/XMPP-STREAK/StreakImage,/AwakeEventData/XMPP-STREAK/StreakImage/streakImageMode,1,"(1,)",|S7
/AwakeEventData/XMPP-STREAK/StreakImage,/AwakeEventData/XMPP-STREAK/StreakImage/streakImageProjection,512,"(512,)",float32
/AwakeEventData/XMPP-STREAK/StreakImage,/AwakeEventData/XMPP-STREAK/StreakImage/streakImageTime,1,"(1,)",|S12
/AwakeEventData/XMPP-STREAK/StreakImage,/AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeRange,1,"(1,)",|S4
/AwakeEventData/XMPP-STREAK/StreakImage,/AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeValues,512,"(512,)",float64
/AwakeEventData/XMPP-STREAK/StreakImage,/AwakeEventData/XMPP-STREAK/StreakImage/streakImageTrigLevel,1,"(1,)",float32
/AwakeEventData/XMPP-STREAK/StreakImage,/AwakeEventData/XMPP-STREAK/StreakImage/streakImageWidth,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO/BinningSetting,/AwakeEventData/XUCL-SPECTRO/BinningSetting/hbin,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/BinningSetting,/AwakeEventData/XUCL-SPECTRO/BinningSetting/hend,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/BinningSetting,/AwakeEventData/XUCL-SPECTRO/BinningSetting/hstart,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/BinningSetting,/AwakeEventData/XUCL-SPECTRO/BinningSetting/readMode,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/BinningSetting,/AwakeEventData/XUCL-SPECTRO/BinningSetting/vbin,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/BinningSetting,/AwakeEventData/XUCL-SPECTRO/BinningSetting/vend,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/BinningSetting,/AwakeEventData/XUCL-SPECTRO/BinningSetting/vstart,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO,/AwakeEventData/XUCL-SPECTRO/CameraAcq,1,(),|S93
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_max,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_min,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_max,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_min,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/enableDDGIntelligate,1,(),bool
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFan,1,(),bool
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFastTrigger,1,(),bool
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/exposureTime,1,"(1,)",float32
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_max,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_min,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex_max,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex_min,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature_max,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature_min,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature_max,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature_min,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerEdge,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerTermination,1,(),bool
/AwakeEventData/XUCL-SPECTRO/CameraSettings,/AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerThreshold,1,"(1,)",float32
/AwakeEventData/XUCL-SPECTRO,/AwakeEventData/XUCL-SPECTRO/CameraSettingsStatus,1,(),|S104
/AwakeEventData/XUCL-SPECTRO,/AwakeEventData/XUCL-SPECTRO/ImageAcq,1,(),|S92
/AwakeEventData/awake.XAWAVS_BEAML_TT_AVG/PosSt,/AwakeEventData/awake.XAWAVS_BEAML_TT_AVG/PosSt/value,1,"(1,)",float64
/AwakeEventData/awake.XAWAVS_DE_TT_AVG/PosSt,/AwakeEventData/awake.XAWAVS_DE_TT_AVG/PosSt/value,1,"(1,)",float64
/AwakeEventData/awake.XAWAVS_DF_TT_AVG/PosSt,/AwakeEventData/awake.XAWAVS_DF_TT_AVG/PosSt/value,1,"(1,)",float64
/AwakeEventData/awake.XAWAVS_DJ_PV236/StsReg01,/AwakeEventData/awake.XAWAVS_DJ_PV236/StsReg01/value,1,"(1,)",int32
/AwakeEventData/awake.XAWAVS_UE_TT_AVG/PosSt,/AwakeEventData/awake.XAWAVS_UE_TT_AVG/PosSt/value,1,"(1,)",float64
/AwakeEventData/awake.XAWAVS_UF_TT_AVG/PosSt,/AwakeEventData/awake.XAWAVS_UF_TT_AVG/PosSt/value,1,"(1,)",float64
/AwakeEventData/awake.XAWAVS_UJ_PV136/StsReg01,/AwakeEventData/awake.XAWAVS_UJ_PV136/StsReg01/value,1,"(1,)",int32
/AwakeEventData/awake.XAWAVS_VX_TT_AVG/PosSt,/AwakeEventData/awake.XAWAVS_VX_TT_AVG/PosSt/value,1,"(1,)",float64
/AwakeEventInfo,/AwakeEventInfo/configurationVersionNumber,1,(),int32
/AwakeEventInfo,/AwakeEventInfo/eventNumber,1,(),int32
/AwakeEventInfo,/AwakeEventInfo/runNumber,1,(),int32
/AwakeEventInfo,/AwakeEventInfo/timestamp,1,(),int64
=======
Group Name,Dataset Name,Dataset Size,Dataset Shape,Dataset Datatype
