DatasetName,GroupName,HDF5FileName,SingletonValue,DatasetSize,DatasetShape,DatasetDatatype
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/value_units,/AwakeEventData/SR.SCOPE30.CH01/Acquisition,1541902534935000000_163_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/CTime,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541902534935000000_163_1.h5,5549,1,"(1,)",int32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541902534935000000_163_1.h5,4874,1,"(1,)",int32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541902534935000000_163_1.h5,5549395176,1,"(1,)",int64
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541902534935000000_163_1.h5,-1000.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/offset,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541902534935000000_163_1.h5,0.16447368,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541902534935000000_163_1.h5,0.5,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541902534935000000_163_1.h5,7.629511e-06,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerError,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541902534935000000_163_1.h5,-0.3847302,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541902534935000000_163_1.h5,1541902540484395176,1,"(1,)",int64
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/value,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541902534935000000_163_1.h5,NA,4000,"(1, 4000)",NA
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/value_units,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541902534935000000_163_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/CTime,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541902534935000000_163_1.h5,2963,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541902534935000000_163_1.h5,7696,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541902534935000000_163_1.h5,2963033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/offset,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541902534935000000_163_1.h5,-0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541902534935000000_163_1.h5,5.681818,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541902534935000000_163_1.h5,3.0518044e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerError,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541902534935000000_163_1.h5,1541902545098033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/value,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541902534935000000_163_1.h5,NA,352,"(1, 352)",NA
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/value_units,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541902534935000000_163_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/CTime,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541902534935000000_163_1.h5,2963,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541902534935000000_163_1.h5,7696,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541902534935000000_163_1.h5,2963033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/offset,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541902534935000000_163_1.h5,-0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541902534935000000_163_1.h5,5.681818,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541902534935000000_163_1.h5,7.629511e-06,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerError,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541902534935000000_163_1.h5,1541902545098033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/value,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541902534935000000_163_1.h5,NA,352,"(1, 352)",NA
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/value_units,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541902534935000000_163_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/CTime,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541902534935000000_163_1.h5,2963,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541902534935000000_163_1.h5,7696,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541902534935000000_163_1.h5,2963033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/offset,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541902534935000000_163_1.h5,-0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541902534935000000_163_1.h5,5.681818,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541902534935000000_163_1.h5,3.0518044e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerError,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541902534935000000_163_1.h5,1541902545098033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/value,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541902534935000000_163_1.h5,NA,352,"(1, 352)",NA
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/value_units,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541902534935000000_163_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/CTime,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541902534935000000_163_1.h5,2963,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541902534935000000_163_1.h5,7696,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541902534935000000_163_1.h5,2963033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/offset,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541902534935000000_163_1.h5,-0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541902534935000000_163_1.h5,5.681818,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541902534935000000_163_1.h5,3.0518045e-06,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerError,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541902534935000000_163_1.h5,1541902545098033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/value,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541902534935000000_163_1.h5,NA,352,"(1, 352)",NA
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/value_units,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541902534935000000_163_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/CTime,/AwakeEventData/SR.SCOPE43.CH05/Acquisition,1541902534935000000_163_1.h5,2963,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE43.CH05/Acquisition,1541902534935000000_163_1.h5,7696,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE43.CH05/Acquisition,1541902534935000000_163_1.h5,2963033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE43.CH05/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/offset,/AwakeEventData/SR.SCOPE43.CH05/Acquisition,1541902534935000000_163_1.h5,-0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE43.CH05/Acquisition,1541902534935000000_163_1.h5,5.681818,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE43.CH05/Acquisition,1541902534935000000_163_1.h5,3.0518044e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerError,/AwakeEventData/SR.SCOPE43.CH05/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE43.CH05/Acquisition,1541902534935000000_163_1.h5,1541902545098033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/value,/AwakeEventData/SR.SCOPE43.CH05/Acquisition,1541902534935000000_163_1.h5,NA,352,"(1, 352)",NA
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/value_units,/AwakeEventData/SR.SCOPE43.CH05/Acquisition,1541902534935000000_163_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/CTime,/AwakeEventData/SR.SCOPE43.CH06/Acquisition,1541902534935000000_163_1.h5,2963,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE43.CH06/Acquisition,1541902534935000000_163_1.h5,7696,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE43.CH06/Acquisition,1541902534935000000_163_1.h5,2963033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE43.CH06/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/offset,/AwakeEventData/SR.SCOPE43.CH06/Acquisition,1541902534935000000_163_1.h5,-0.047368422,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE43.CH06/Acquisition,1541902534935000000_163_1.h5,7.9365077,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE43.CH06/Acquisition,1541902534935000000_163_1.h5,7.629511e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerError,/AwakeEventData/SR.SCOPE43.CH06/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE43.CH06/Acquisition,1541902534935000000_163_1.h5,1541902545098033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/value,/AwakeEventData/SR.SCOPE43.CH06/Acquisition,1541902534935000000_163_1.h5,NA,252,"(1, 252)",NA
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/value_units,/AwakeEventData/SR.SCOPE43.CH06/Acquisition,1541902534935000000_163_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/CTime,/AwakeEventData/SR.SCOPE43.CH07/Acquisition,1541902534935000000_163_1.h5,2963,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE43.CH07/Acquisition,1541902534935000000_163_1.h5,7696,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE43.CH07/Acquisition,1541902534935000000_163_1.h5,2963033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE43.CH07/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/offset,/AwakeEventData/SR.SCOPE43.CH07/Acquisition,1541902534935000000_163_1.h5,-0.03508772,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE43.CH07/Acquisition,1541902534935000000_163_1.h5,5.681818,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE43.CH07/Acquisition,1541902534935000000_163_1.h5,1.5259022e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerError,/AwakeEventData/SR.SCOPE43.CH07/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE43.CH07/Acquisition,1541902534935000000_163_1.h5,1541902545098033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/value,/AwakeEventData/SR.SCOPE43.CH07/Acquisition,1541902534935000000_163_1.h5,NA,352,"(1, 352)",NA
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/value_units,/AwakeEventData/SR.SCOPE43.CH07/Acquisition,1541902534935000000_163_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/CTime,/AwakeEventData/SR.SCOPE43.CH08/Acquisition,1541902534935000000_163_1.h5,2963,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE43.CH08/Acquisition,1541902534935000000_163_1.h5,7696,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE43.CH08/Acquisition,1541902534935000000_163_1.h5,2963033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE43.CH08/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/offset,/AwakeEventData/SR.SCOPE43.CH08/Acquisition,1541902534935000000_163_1.h5,0.010964912,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE43.CH08/Acquisition,1541902534935000000_163_1.h5,7.9365077,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE43.CH08/Acquisition,1541902534935000000_163_1.h5,1.5259022e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerError,/AwakeEventData/SR.SCOPE43.CH08/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE43.CH08/Acquisition,1541902534935000000_163_1.h5,1541902545098033125,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/value,/AwakeEventData/SR.SCOPE43.CH08/Acquisition,1541902534935000000_163_1.h5,NA,252,"(1, 252)",NA
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/value_units,/AwakeEventData/SR.SCOPE43.CH08/Acquisition,1541902534935000000_163_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/CTime,/AwakeEventData/SR.SCOPE45.CH01/Acquisition,1541902534935000000_163_1.h5,2969,1,"(1,)",int32
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE45.CH01/Acquisition,1541902534935000000_163_1.h5,7696,1,"(1,)",int32
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE45.CH01/Acquisition,1541902534935000000_163_1.h5,2969792725,1,"(1,)",int64
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE45.CH01/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/offset,/AwakeEventData/SR.SCOPE45.CH01/Acquisition,1541902534935000000_163_1.h5,-0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE45.CH01/Acquisition,1541902534935000000_163_1.h5,5.681818,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE45.CH01/Acquisition,1541902534935000000_163_1.h5,7.629511e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerError,/AwakeEventData/SR.SCOPE45.CH01/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE45.CH01/Acquisition,1541902534935000000_163_1.h5,1541902545104792725,1,"(1,)",int64
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/value,/AwakeEventData/SR.SCOPE45.CH01/Acquisition,1541902534935000000_163_1.h5,NA,352,"(1, 352)",NA
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/value_units,/AwakeEventData/SR.SCOPE45.CH01/Acquisition,1541902534935000000_163_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/CTime,/AwakeEventData/SR.SCOPE45.CH02/Acquisition,1541902534935000000_163_1.h5,2969,1,"(1,)",int32
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE45.CH02/Acquisition,1541902534935000000_163_1.h5,7696,1,"(1,)",int32
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE45.CH02/Acquisition,1541902534935000000_163_1.h5,2969792725,1,"(1,)",int64
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE45.CH02/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/offset,/AwakeEventData/SR.SCOPE45.CH02/Acquisition,1541902534935000000_163_1.h5,-0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE45.CH02/Acquisition,1541902534935000000_163_1.h5,5.681818,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE45.CH02/Acquisition,1541902534935000000_163_1.h5,7.629511e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerError,/AwakeEventData/SR.SCOPE45.CH02/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE45.CH02/Acquisition,1541902534935000000_163_1.h5,1541902545104792725,1,"(1,)",int64
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/value,/AwakeEventData/SR.SCOPE45.CH02/Acquisition,1541902534935000000_163_1.h5,NA,352,"(1, 352)",NA
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/value_units,/AwakeEventData/SR.SCOPE45.CH02/Acquisition,1541902534935000000_163_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/CTime,/AwakeEventData/SR.SCOPE45.CH03/Acquisition,1541902534935000000_163_1.h5,2969,1,"(1,)",int32
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE45.CH03/Acquisition,1541902534935000000_163_1.h5,7696,1,"(1,)",int32
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE45.CH03/Acquisition,1541902534935000000_163_1.h5,2969792725,1,"(1,)",int64
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE45.CH03/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/offset,/AwakeEventData/SR.SCOPE45.CH03/Acquisition,1541902534935000000_163_1.h5,-0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE45.CH03/Acquisition,1541902534935000000_163_1.h5,5.681818,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE45.CH03/Acquisition,1541902534935000000_163_1.h5,7.629511e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerError,/AwakeEventData/SR.SCOPE45.CH03/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE45.CH03/Acquisition,1541902534935000000_163_1.h5,1541902545104792725,1,"(1,)",int64
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/value,/AwakeEventData/SR.SCOPE45.CH03/Acquisition,1541902534935000000_163_1.h5,NA,352,"(1, 352)",NA
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/value_units,/AwakeEventData/SR.SCOPE45.CH03/Acquisition,1541902534935000000_163_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/CTime,/AwakeEventData/SR.SCOPE45.CH04/Acquisition,1541902534935000000_163_1.h5,2969,1,"(1,)",int32
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE45.CH04/Acquisition,1541902534935000000_163_1.h5,7696,1,"(1,)",int32
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE45.CH04/Acquisition,1541902534935000000_163_1.h5,2969792725,1,"(1,)",int64
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE45.CH04/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/offset,/AwakeEventData/SR.SCOPE45.CH04/Acquisition,1541902534935000000_163_1.h5,-0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE45.CH04/Acquisition,1541902534935000000_163_1.h5,5.681818,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE45.CH04/Acquisition,1541902534935000000_163_1.h5,7.629511e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerError,/AwakeEventData/SR.SCOPE45.CH04/Acquisition,1541902534935000000_163_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE45.CH04/Acquisition,1541902534935000000_163_1.h5,1541902545104792725,1,"(1,)",int64
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/value,/AwakeEventData/SR.SCOPE45.CH04/Acquisition,1541902534935000000_163_1.h5,NA,352,"(1, 352)",NA
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/value_units,/AwakeEventData/SR.SCOPE45.CH04/Acquisition,1541902534935000000_163_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs/delay,/AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs,1541902534935000000_163_1.h5,1111685.85,1,"(1,)",float64
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/channelRead,/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,1541902534935000000_163_1.h5,1,1,"(1,)",int32
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataAxis,/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,1541902534935000000_163_1.h5,NA,5000,"(5000,)",NA
